Argument ID	Self-direction: thought	Self-direction: action	Stimulation	Hedonism	Achievement	Power: dominance	Power: resources	Face	Security: personal	Security: societal	Tradition	Conformity: rules	Conformity: interpersonal	Humility	Benevolence: caring	Benevolence: dependability	Universalism: concern	Universalism: nature	Universalism: tolerance	Universalism: objectivity
A19483	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A19494	0	0	0	0	1	1	0	0	0	1	0	1	0	0	1	0	1	0	0	0
A20002	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0
A20006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
A20009	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
A20011	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1
A20022	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
A20023	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
A20046	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
A20053	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0
A20055	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0
A20057	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
A20092	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
A20095	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
A20104	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0
A20110	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
A20114	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
A20120	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A20123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1
A20127	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0
A20129	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0
A20133	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0
A20134	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1
A20142	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0
A20146	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0
A20149	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
A20151	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1
A20156	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
A20161	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0
A20162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
A20163	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0
A20165	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
A20166	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
A20173	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0
A20175	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1
A20205	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
A20214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
A20218	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1
A20221	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
A20229	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0
A20232	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	1	0	0	0
A20242	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A20245	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0
A20257	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
A20258	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0
A20274	0	1	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1
A20288	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	1	0	0	0
A20291	0	1	0	0	0	0	0	0	1	1	0	0	1	0	1	0	1	0	0	0
A20292	1	1	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1
A20302	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1
A20303	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
A20304	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0
A20309	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0
A20310	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
A20316	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0
A20317	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0
A20319	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0
A20321	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0
A20325	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	0	0
A20329	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
A20333	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1
A20334	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0
A20335	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
A20337	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0
A20361	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
A20371	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0
A20372	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
A20381	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0
A20384	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0
A20385	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
A20389	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
A20398	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1
A20400	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
A20401	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
A20407	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A20408	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0
A20412	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0
A20413	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
A20414	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
A20417	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
A20424	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
A20430	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
A20434	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
A20437	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0
A20438	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
A20471	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0
A20472	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	1	0	1
A20485	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0
A20493	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
A20496	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	1
A20499	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
A21008	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
A21016	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
A21018	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0
A21027	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0
A21028	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
A21029	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0
A21033	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0
A21036	0	1	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	1	0
A21038	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
A21041	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0
A21045	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A21062	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0
A21070	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
A21072	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0
A21077	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0
A21078	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0
A21083	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	1	0	0	0
A21086	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
A21090	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0
A21092	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
A21093	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0
A21103	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0
A21108	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0
A21128	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
A21134	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	1	0
A21149	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A21157	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
A21158	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1
A21164	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0
A21181	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0
A21189	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0
A21200	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
A21203	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0
A21207	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	1	0	0	0
A21233	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1
A21235	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0
A21236	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
A21241	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
A21247	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0
A21254	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	1	0	0	0
A21260	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
A21276	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	1	1
A21277	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0
A21283	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
A21286	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
A21291	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
A21303	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
A21306	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
A21311	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1
A21313	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0
A21319	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
A21354	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1
A21361	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0
A21363	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	1
A21373	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0
A21374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1
A21382	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0
A21389	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A21390	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0
A21409	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
A21418	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0
A21421	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1
A21425	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	1
A21430	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
A21432	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
A21433	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0
A21445	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
A21447	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0
A21452	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1
A21455	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0
A21471	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	1
A21487	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
A21488	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
A21489	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0
A21496	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
A22001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0
A22006	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
A22007	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1
A22008	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0
A22010	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A22018	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
A22020	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0
A22024	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
A22052	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
A22055	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
A22057	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
A22059	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
A22075	0	0	0	0	1	0	1	0	1	1	0	1	0	0	1	1	1	0	0	0
A22076	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
A22079	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
A22086	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0
A22090	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0
A22091	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0
A22103	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	1	0	0	0	0
A22115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
A22131	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
A22147	0	0	1	0	0	1	1	1	0	1	0	0	0	0	1	1	1	0	0	1
A22149	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
A22153	0	0	0	0	1	0	1	0	1	0	0	1	0	1	1	0	1	0	0	0
A22155	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
A22172	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	1	0	0	0
A22175	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0
A22179	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0
A22186	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1
A22188	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0
A22193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
A22194	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
A22197	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1
A22198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
A22204	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0
A22211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
A22216	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	1	0
A22217	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0
A22218	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0
A22220	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0
A22221	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0
A22222	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
A22225	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	1	0	0
A22226	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0
A22233	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
A22235	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	1	0	0	0
A22238	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0
A22248	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1
A22254	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
A22255	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
A22260	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0
A22262	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1
A22267	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
A22268	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
A22272	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
A22274	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1
A22277	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0
A22278	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	1	0	0	0
A22282	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0
A22286	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
A22293	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0
A22304	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	1
A22306	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0
A22309	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0
A22312	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
A22314	0	0	0	0	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0
A22324	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0
A22331	0	1	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0
A22332	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	1	1
A22340	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	0
A22341	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
A22354	0	1	0	1	1	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0
A22358	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
A22367	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
A22377	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
A22378	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0
A22379	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A22380	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0
A22386	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0
A22397	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0
A22401	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
A22409	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0
A22411	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0
A22414	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
A22417	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	1	0	0	0
A22425	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
A22426	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
A22428	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
A22433	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0
A22437	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0
A22445	0	0	0	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0
A22448	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1
A22450	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	1
A22455	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
A22459	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0
A22471	0	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
A22474	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1
A22484	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
A22486	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0
A22487	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0
A22489	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0
A22493	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0
A22495	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1
A23003	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A23004	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A23011	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	0	0	0
A23025	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A23031	1	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1
A23037	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0
A23043	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0
A23054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
A23067	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1
A23068	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0
A23076	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0
A23091	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
A23094	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
A23096	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0
A23097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1
A23099	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
A23100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
A23108	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0
A23110	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
A23113	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
A23117	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
A23120	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
A23126	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0
A23133	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
A23134	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0
A23139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
A23149	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
A23154	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
A23158	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0
A23160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
A23169	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A23170	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A23173	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0
A23177	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
A23180	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0
A23194	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
A23198	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1
A23199	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0
A23205	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
A23206	0	0	0	0	1	1	0	0	0	1	0	1	0	0	1	0	1	0	0	0
A23214	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0
A23218	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
A23220	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0
A23235	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0
A23236	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
